stemming,sampling,features,algorithms,accuracy,precision,recall,f1,auc_roc
large,default,tfidf_pos,Random Forest,0.9388207225630538,1.0,0.10918114143920596,0.1968680089485459,0.9487178730427556
large,default,tfidf_pos_liwc,Logistic Regression,0.9531356509884117,0.8106796116504854,0.4143920595533499,0.548440065681445,0.9659702278655734
large,default,tfidf_pos_liwc,K-Nearest Neighbors,0.9377982276755283,0.7261904761904762,0.1513647642679901,0.2505133470225873,0.8203591998710494
large,default,tfidf_pos_liwc,Support Vector Machine,0.12951601908657123,0.06281360341943877,0.8387096774193549,0.11687413554633473,0.4918368412569044
large,default,tfidf_pos_liwc,Naive Bayes,0.9476823449216087,0.6379310344827587,0.5508684863523573,0.5912117177097205,0.9672483818751858
large,default,tfidf_pos_liwc,Decision Tree,0.950068166325835,0.8481012658227848,0.3325062034739454,0.4777183600713012,0.6643111249344464
large,default,tfidf_pos_liwc,Random Forest,0.940013633265167,1.0,0.12655086848635236,0.22466960352422907,0.9427377922670548
large,under,tfidf,Logistic Regression,0.9771197846567967,0.9836065573770492,0.9703504043126685,0.9769335142469471,0.997594412080109
large,under,tfidf,K-Nearest Neighbors,0.5450874831763123,1.0,0.0889487870619946,0.16336633663366337,0.9849216010202011
large,under,tfidf,Support Vector Machine,0.9286675639300135,0.8916256157635468,0.9757412398921833,0.9317889317889317,0.9855302437469206
large,under,tfidf,Naive Bayes,0.9757738896366084,0.9943977591036415,0.9568733153638814,0.9752747252747253,0.9980508941251486
large,under,tfidf,Decision Tree,0.6339165545087483,0.5774647887323944,0.9946091644204852,0.7306930693069307,0.7417652088224213
large,under,tfidf,Random Forest,0.882907133243607,0.9930555555555556,0.77088948787062,0.8679817905918057,0.9881785641828247
large,under,tfidf_pos,Logistic Regression,0.9784656796769852,0.9836512261580381,0.9730458221024259,0.978319783197832,0.9976886067878156
large,under,tfidf_pos,K-Nearest Neighbors,0.5841184387617766,1.0,0.16711590296495957,0.2863741339491917,0.9852259223835608
large,under,tfidf_pos,Support Vector Machine,0.9138627187079408,0.8698795180722891,0.9730458221024259,0.9185750636132315,0.9840666029040954
large,under,tfidf_pos,Naive Bayes,0.9771197846567967,0.9971910112359551,0.9568733153638814,0.9766162310866575,0.9979784366576819
large,under,tfidf_pos,Decision Tree,0.6312247644683715,1.0,0.261455525606469,0.41452991452991456,0.7087064892907863
large,under,tfidf_pos,Random Forest,0.8950201884253028,0.9932659932659933,0.7951482479784366,0.8832335329341316,0.9881242210822248
large,under,tfidf_pos_liwc,Logistic Regression,0.9784656796769852,0.9944289693593314,0.9622641509433962,0.9780821917808219,0.9978987334434687
large,under,tfidf_pos_liwc,K-Nearest Neighbors,0.8209959623149394,0.8695652173913043,0.7547169811320755,0.8080808080808081,0.915119699736255
large,under,tfidf_pos_liwc,Support Vector Machine,0.4253028263795424,0.45894428152492667,0.8436657681940701,0.5944919278252612,0.48364634959278907
large,under,tfidf_pos_liwc,Naive Bayes,0.8532974427994616,0.9119496855345912,0.7816711590296496,0.8417997097242379,0.9523881981276989
large,under,tfidf_pos_liwc,Decision Tree,0.6366083445491252,0.5792778649921507,0.9946091644204852,0.7321428571428572,0.7355954554676405
large,under,tfidf_pos_liwc,Random Forest,0.8963660834454913,0.99,0.8005390835579514,0.8852459016393442,0.9883778222183578
large,over,tfidf,Logistic Regression,0.9745553359683794,0.9730906212900673,0.9468617635733538,0.9597970335675254,0.9957178128021736
large,over,tfidf,K-Nearest Neighbors,0.9960474308300395,0.9904397705544933,0.9973045822102425,0.9938603223330775,0.9996590551731919
large,over,tfidf,Support Vector Machine,0.7727272727272727,0.6029371770465053,0.8536773199845976,0.7067261715014344,0.8877978164265944
large,over,tfidf,Naive Bayes,0.9540513833992095,0.9392025266482432,0.9160569888332691,0.9274853801169591,0.9869056249454254
